,listing_id,id,date,reviewer_id,reviewer_name,comments
33,145320,271098522,2018-05-31,96009807,Lucy,"Kim's place is in a great location with lots of fun shopping and restaurants around. The place was very cute and comfortable with a lived in but tidy vibe. We didn't meet Kim until our second day but she was very helpful in checkin and in offering tips about Stockholm! Finally, she was very accommodating in letting us stay an extra hour and a half when our other Airbnb pushed back the check in time. Great place to stay if you want to see a different side of Stockholm but still have access to the more touristy areas!"
34,145320,273792504,2018-06-07,1737373,Michaela,"The main advantage of Kim's home is the excellent location. It's in hip and trendy Södermalm, but in a quiet street, so you'll get a good night's sleep. Also Petrus bakery, which makes the most delicious cinnamon buns, is right around the corner. Kim was - once she was home -  a very good host full of helpful tips and information. As it says elsewhere in the comments, the flat is lovingly decorated and exudes the air of a place well-loved and lived-in. However, if you want fancy and stylish accommodation this is not it. It's perfectly serviceable for a few days though and we'd still recommend it."
35,145320,274916598,2018-06-10,55134076,Aurélie,"Nous avons passé un super séjour chez Kim. Nous n’avons pas eu l’occasion de la rencontrer mais elle s’est montrée très réactive et hyper arrangeante dans nos échanges. 
L’appartement est très propre et très bien situé dans un quartier qui bouge beaucoup, à seulement 4 min du métro. 
Nous avons eu la chance de pouvoir admirer le soleil de
Minuit depuis la chambre de l’appartement... ça vaut le coup !
Je recommande a 100%"
36,145320,278477794,2018-06-18,26011088,Maria,"We had a really lovely stay at Kim's place and made the most of being in trendy Södermalm! Really lovely places to eat or sip a coffee and cool secondhand shops. I slept really well which is a good sign I guess. It felt like a home and it is a peaceful place. Would recommend to stay and I would come back any time. 
If you are in Sweden for the first time, the shower, stove and windows do work differently. My tip is to check those things on arrival and you are all set. Communication with Kim went well, organizing check in and check out was easy too."
37,145320,288159998,2018-07-09,95177961,Ted,"Trivdes bra, nära till det mesta, rent och prydligt. Kim kommunicerade mycket bra och korrekt!"
38,145320,289819498,2018-07-13,4944617,Rachit,"My stay at Kim's place was wonderful! Her house is so cute, charming, and beautiful. To add to that, the location is perfect with great cafes and restaurants right around the corner.  Kim was also an extremely accomodating host who gave me great tips and even let me use the washer before my hiking trip - much appreciated! :)"
39,145320,290896600,2018-07-15,46367807,Adelaide Santos,"Apartment with a wonderful location. Kim responded quickly (she was not there during our stay) to our questions and had useful tips for us. Indeed; in the middle of it all :-) 

Söder is the place to stay! :-)"
40,145320,310825120,2018-08-20,52414264,Mathilde,"Vous pouvez aller chez Kim les yeux fermés. C'est une hôtesse d'exception, accueillante, chaleureuse et bienveillante, elle m'a tout de suite aidée à me sentir comme chez moi dans son adorable appartement - au passage idéalement situé. Ses conseils vous aideront à passer un incroyable séjour à Stockholm ! Encore merci Kim ! "
41,145320,315286870,2018-08-28,72732381,Léna,"If you visit Stockholm and want a perfect room at a perfect location: don’t hesitate. Kim’s apartment is gorgeous, close to every interesting part of the town. 
She is lovely and will give you great local tips. 
We recommend this place! 
Thank you for everything Kim."
42,145320,318660967,2018-09-04,3334626,Peerapod Pong,"Excellent location near Mariatorget metro station.  Good nearby restaurants, shops and bars. Very pleasant host with a really cute and comfortable apartment. Recommended!"
43,145320,320777560,2018-09-09,35230298,Amanda,"We loved our stay at Kim's apartment. She's extremely sweet, thoughtful, and helpful. We would definitely recommend it!"
44,145320,324002467,2018-09-16,195473425,Simon,"Excellent base from which to explore the city. Kim was super-helpful, starting from advice before we arrived. The description is completely accurate."
45,145320,325592745,2018-09-20,29067866,Erin,Kim’s place is perfect size for two guests. The location is walking distance to a major public transit station as well as several bus stops as well depending on which direction you wish to go. The bed is comfortable and clean. Kim greeted us and made us feel very welcome. I’d have no issues with staying here again
46,145320,329649490,2018-09-29,34389286,Jenna,"Kim was a wonderful host, she was great about answering questions and directing us around the city in the most convenient and affordable ways possible. Her place is very cute and artsy and within walking distance of some great pubs and cafes as well as the Old Town. We would definitely stay here again!"
47,145320,334456859,2018-10-09,276136,Bill,"kim is a kind and experienced hostess.  we were made to feel welcome in her home, which is wonderfully located 15 minutes by foot from gamla stan, a major area of attraction.  stockholm is a lovely town to stroll about."
48,145320,336209727,2018-10-14,19064596,Oatie,Had a great stay in the perfect location.
49,145320,339799543,2018-10-22,1504718,Ivan,"Super appartement, cosy, dans un quartier calme et proche de artères animées."
50,145320,341582741,2018-10-27,80419079,Mark,"It was my first time using Airbnb, and experience was amazing. Next time when I am going to visit Stockholm, definitely will try to book room at Kim's place. Outstanding woman and outstanding place!"
51,145320,342702128,2018-10-29,84304711,Joanna,"Fantastic place to stay! Kim is very friendly and welcoming with excellent communication and local tips. The house is warm and the beds are super comfortable! This place was absolutely perfect for our 2 night stay in Stockholm - the location was great, an easy walk from the underground station. Would definitely stay here again!"
52,145320,343687167,2018-11-01,62458814,David,"Kim is a wonderful host, and welcomes you into her home.  It is also very central to whatever you might want to do in Stockholm.  We really enjoyed our stay!"
53,145320,345470385,2018-11-05,56396403,Regina,"Kim is a great and very kind host. She provided us with accurate and helpful information from the beginning on. We were able to check in immediately after we arrived. the location of kim's place is perfect. we enjoyed the warm, lovely  decorated apartment. i would return any time."
54,145320,346615441,2018-11-09,91452690,Mircea,90% Ok.
55,145320,349418814,2018-11-17,181814980,Dorte,Lejligheden ligger centralt; tæt på Mariatorvet. Kim er imødekommende og vi følte os velkommen. Vi sov godt i behagelige omgivelser.
56,145320,352467544,2018-11-25,5496186,Kathryn,"Definitely recommend! Kim was a great host, and we had lots of fun. Location is perfect too!"
57,145320,354020873,2018-11-30,175488389,Tamara,"Kim is a great host. Place is well located, easy to reach all central amenities. Apartment is comfortable and cosy. We are happy that we chose it and we would definitely recommend this apartment."
58,145320,358640391,2018-12-15,182417679,Joyce,Very convenient location
59,145320,368063128,2019-01-06,159333927,Jean-Baptiste,"Kim was a wonderful host, she was very kins and we immediately felt like at home. 
Stockholm is an amazing city, and I highly recommend staying at Kim's place to enjoy it!"
60,145320,401353756,2019-01-14,155040149,Nick,Fantastic Airbnb! Kim is a great host with great tips about Stockholm! The apartment is great and in an awesome neighbourhood! Would definitely stay again!
61,145320,403569015,2019-01-21,77988361,Sarah Louise,"Kim’s home is a great neighborhood, very convenient to walk to tourist sites, subway, restaurants, and grocery stores. Her home is clean and Kim quickly responds  to messages. I would recommend this rental."
62,145320,410552409,2019-02-10,189303825,Carla,Als je bij Kim verblijft heb je een prima appartement om Stockholm te ontdekken. Dichtbij de metro en het oude centrum. Kim is erg gastvrij. Wij kwamen pas na middernacht aan en ze heeft gewoon op ons gewacht. Je krijgt een kamer in haar flat op de 6e verdieping. Je bent vrij om alles te gebruiken.
63,145320,414330106,2019-02-19,219893670,Alexander,"We had a wonderful stay in Kim's very centrally located apartment.
Kim was very helpful from the start: Coming with good tips on how to get from the airport to her apartment in the cheapest and fastest way - and furthermore giving us local tips. 
The apartment is clean, nice, with a good kitchen and a very comfortable bed! 
While Stockholm is an expensive city - both for hotels and AirB'n'B - Kim's apartment proved to be of good value. 
We can only recommend other people to stay at Kim's place and be greeted by her hospitality."
64,145320,417736211,2019-02-28,2635046,Cécile,Kim est une hôtesse très sympathique et vraiment serviable ! La chambre est petite mais cosy et super bien située ! Je recommande!
65,145320,423869171,2019-03-15,236557225,Kateryna,"Kim is the best hostess ever imagined! We had a great stay at her lovely place, where you could feel the atmosphere of Swedish lagom. Flat has a great location, which makes it even better. Kim was really helpful, having suggested a lot of useful tips. She was really hospitable, we had everything we needed. I wish we didn't have to leave!

Thank you, Kim!"
66,145320,435644636,2019-04-11,240654169,Sylvain,The stay was very nice
67,145320,438586919,2019-04-17,11681258,Juan  Manuel,Great apartment in a cool neighborhood. Super comfy bed and apartment in general. Very private too. Kim is really thoughtful and most kind. A great Airbnb experience
68,145320,449224336,2019-05-06,227192220,Øyvind,God kommunikasjon med verten! Fin leilighet ganske sentralt i Stockholm med alt man trenger innen gangavstand:) Kim er hjelpsom med forslag til hva man kan gjøre og til å svare på eventuell spørsmål man har!
69,145320,452849736,2019-05-14,42438152,Dora,"Kim's place is great! The location is very central but close to all the interesting sites. It is not the main touristy area which is by all means a huge plus. All of the restaurants, coffee shops, and bakeries right down the street were amazing. The amenities were very good. Overall we really enjoyed it."
70,145320,462664737,2019-06-02,19312174,Lone,"Vi havde 4 nætter i Kims lejlighed, som er hyggelig, velfungerende, uhøjtidelig og charmerende.
Lejligheden ligger centralt i byen, med gode indkøbsmuligheder, cafeer og restauranter og i gå afstand til mange seværdigheder."
71,145320,468682315,2019-06-13,6233598,Joe M.,"Kim's apartment was a great hub for my son and me while we visited Stockholm. The apartment is as pictured, with a nice window opening over the street. There is a shared bathroom adjacent to the guest room where you sleep. You have access to wifi, kitchen, and the elevator is a wonderful bonus because you're up several floors!

I did not see a way to lock the guest room or the bathroom, and those are the only small things I might suggest. Certainly no criticism of the host; it's just that a lock can give the traveler some additional peace of mind. It was, to be fair, not a problem at all while we were there. So I may be overthinking this.

The neighborhood is spectacular, with many food choices nearby and convenient access to mass transit. To save money, I advise travelers to take the Pendeltåg commuter train (line 40 or 43) from the airport down to Södra station. Much less expensive than taxi or Arlanda Express, and the 45-minute train ride is comfortable.

I did not meet Kim, but Kim's daughter Irma was a wonderful host and so kind to us as we arrived and got settled. I hope to visit Stockholm again and I wouldn't hesitate to stay here in the future."
72,145320,476029472,2019-06-25,29139,John & Claire,"We spent a lovely couple of nights at Kim’s apartment and found it to be very convenient, clean and comfortable. It was within walking distance to shops and transport which was great. Thanks for a great stay Kim!"
73,155685,469991,2011-08-23,909520,Heather,"Robert is a great host.  His apartment is beautiful, in a cool neighborhood, one block from the train station, next to a large park, and is just a couple train stops from the central station.  We really enjoyed staying here!"
74,155685,830804,2012-01-03,827612,Philippe,"We spent one week in Stockholm and the flat of Robert is awesome. Nice view on the river, 2 minutes from many restaurants in the area, 2 minutes from the train station and few stops from the center. Robert is by the way a nice, kind amazing host. Eerything is prepared to have good time there. and of course we will recommand Robert for everyone going to Stockholm ! "
75,155685,882062,2012-01-25,1633454,Isa,The host canceled my reservation 3 days before arrival.
76,155685,1118916,2012-04-12,2024981,Emmanuelle,"This appartment is perfect! Is clean, very well furnished and relatively well located. We enjoyed our stay in Stockholm. Thank you very much Robert!"
77,155685,1179025,2012-04-25,760679,Jb,"The flat is spacious, very well decorated and there is a great view of the river. It's a great flat to stay and Robert seems to be a very nice guy! Would definitely recommend it!"
78,155685,1325209,2012-05-22,1232389,Mareike,"What a wonderful place! This apartment is located directly on the water with a perfect bakery and restaurant directly in the house. A park, grocery store and many nice cafes and bars within minutes of walk... no need to go downtown ;) seriously: this place has good karma, a very helpful host and public transportation within 3 minutes of walk. "
79,155685,1675629,2012-07-10,1826641,Eriika,We had the best stay at Roberts the flat was super nice and cosy and the childs room was highly appreciated!Thank you Robert for a super nice stay! 
80,155685,1881335,2012-08-04,1502327,Patrice,"We spent a week at Robert's apartment in Hornstull and absolutely loved it! Robert is a formidable host and was extremely attentive to details, from the first communication to his friendly greeting upon our arrival.  The apartment was spotless, tastefully decorated and comfortable, exactly as per the listing, and Robert had provided us with everything we could possibly require.  The neighbourhood is vibrant and full of life (especially on the weekends), and a great location from which to explore Stockholm (either on foot or by subway, with a station within 2 minutes).  Highly recommended!"
81,155685,3249321,2013-01-03,3896878,Friederike,"Really great apartment, just as nice as on the pictures. Sportless & clean, just a really good atmophere and also in a really cool neighborhood. We had 5 great days in Stockholm. Robert is a great host,  very welcoming, easy to communicate with and also very helpful with tips for the city and instructions for the transportation. Everything worked out just fine  - I can highly recommend the apartment & Robert as a host! "
82,155685,3553333,2013-02-16,4749962,Eng Beng,"I have two weeks stay in Robert's Apartment and everything is just great!
Robert is very nice and friendly person, you may consider his apartment if you are looking one!"
83,155685,25034290,2015-01-05,2853633,Diego,"Robert was a fantastic host: kind, easy going and we felt he really put an effort on us feeling at home: We arrived on New Year's Eve and he waited patiently for us and even bought us breakfast for the next morning.

His place is really beautiful: amazing views, wonderful light and its decorated with a lot of taste. We loved the location and everything we need was walking distance (grocery shops, restaurants, bakeries, ..). 

If we come back to Stockholm I hope we could stay there again."
84,155685,30219020,2015-04-19,1699922,Zach,"Roberts place was even better than pictures described. Great location to bus and metro!! Fantastic views from his windows. Design aesthetic was very trendy as well. He was also very helpful with food suggestions. Hornstull is full of cafes, restaurants, and chic shops. There's even an underground grocery store / shopping mall really close. We'd stay here again without hesitation."
85,155685,31134685,2015-05-02,1836662,Hans,"Nice room, warm welcome, very clean appartement !"
86,155685,31899981,2015-05-11,14079178,Corine,"Geweldige ervaring! Robert's appartement is zelfs mooier dan op de foto's, er heerst ook een hele fijne sfeer. Je verblijft in een fijne (lokale!) buurt en het uitzicht is geweldig! Je kan veel lopend afleggen maar ook een metro pakken. De communicatie met Robert verliep vlot en prettig. 

Thank u so much Robert!"
87,155685,34540122,2015-06-09,14048905,Murray,Robert's apartment in Hornstull is in a perfect location to be able to walk around the centre of the city. The view from the apartment was incredible and the apartment itself gorgeously decorated. The apartment had everything we needed to be able to cook when we wanted. A fantastic stay all round! 
88,155685,36038417,2015-06-24,908076,Berk,"We had a great stay at Robert's place. Though he couldn't be there to meet us (We'd arrived in the middle of the night), he made sure we had a smooth check-in and that everything was in order. All in all, he was a perfect host.

The location is great. The neighbourhood is lively and the apartment is close to the Hornstull T-Bana station and the bus stop where you can take the airport bus.

The apartment itself is decorated both aesthetically and functionally. We felt quite at home. I'd definitely recommend this place."
89,155685,36681998,2015-06-30,32679090,Patty,"Robert made us feel very welcomed.  He was flexible and made arrangements for key pick-up without us having to meet him.  The apartment was clean and very comfortable, met all our needs.  A perfect location to explore Stockholm, easy access to the train and bus.  Beautiful park in walking distance.   We really enjoyed our stay."
90,155685,36995635,2015-07-03,36246238,Songmi,"I really liked and enjoyed this place. From the moment I arrived, I could feel very comfortable and as I listen music alot, the sound system was terrific for me. Robert's house view is stunning which I can say one of top views during my travel. the transport is also very close and other supermarkets and parks as well. I would like to stay here next summer again."
91,155685,44022648,2015-08-23,22929062,Ricky,Thanks for the apartment!  Nice location and very easy to get to from the airport and downtown.
92,155685,45997208,2015-09-07,16556399,Håvard,"The flat was nice and tidy, and the area was a cozy one with lots of cafes and places to visit. Robert was a friendly guy, and the books were interesting.

Two things that can be improved/informed about:

The curtains are very light, and for someone it can be difficult falling asleep, and there is a highway with continous traffic, if you're not used to it, it can be disturbing, so would be advisable to bring earplugs and a sleeping mask."
93,155685,51804412,2015-10-24,45269872,Otto,"We enjoyed a fabulous 5 day stay in Stockholm. What a beautiful stately and trendy city! Robert's apartment was cozy, warmly decorated and comfortable. Everything felt good. The kitchen was complete and everything was fine clean. Although Robert was abroad, we had good contact and efficient and service oriented. This was our first experience Airbnb; a fantastic experience."
94,155685,55502500,2015-12-01,8234379,Vanessa,"We enjoyed Robert's apt-- it is the perfect space for one or two. It is convenient, being right near a subway station, a grocery store, and other amenities. There is also a great design store right near the apartment too. "
95,164448,407660,2011-07-30,870312,Fred,great fun at lidia's. she had the power adapter i needed. (try getting that at a hotel). and advice on stockholm. bright top floor and a quirky cork light switch worth the visit alone.
96,164448,451097,2011-08-16,901633,Julien,"Great centrally located room, very nice facilities. Everything was clean and tidy. I can only recommend this."
97,164448,472271,2011-08-24,894674,Liliana,Lidia is a very nice person. Very good plase to stay for visit Stockolm. 
98,164448,521708,2011-09-11,232485,Ravi,"Great host, although we were late in our arrival she was patient. Even before booking she had provided great direction, so it wasn't difficult.

The cookies were wonderful & Lidia helped us navigating different places to go. Thanks Lidia, I'd stay again !"
99,164448,568347,2011-09-26,896712,Ruud,"Good location (for us), the bed was good and the room was clean. Lidia was nice! "
100,164448,585815,2011-10-01,911739,Lindsey,"Lidia's place was just as described.  It is a great location, very close to transportation to all tourist activities and the airport train.
The bed is a large king size and the room very quiet.  We slept wonderfuly well... however, the best part is Lidia herself.  She is kind, helpful, and had a wonderful breakfast for us each day as well as guides of the city and advice on what to see with the time we had allowed. 
If I were ever to go back to Stockholm, I would not consider staying elsewhere!"
101,164448,659335,2011-10-24,1249950,Lisbeth,"Unser Aufenthalt war perfekt - die Unterkunft ist genauso schön wie auf den Fotos, die Lage wirklich sehr zentral, die Gastgeberin sehr hilfsbereit, freundlich und nett. Ich würde jederzeit wieder bei Lidia übernachten!!!"
102,164448,669088,2011-10-27,1264220,Laura,Lidia was so welcoming and friendly to us.  The room was really comfortable and the breakfast was more than delicious!  The place is easy to find from public transit and LIdia gave us helpful directions.  I would very much recommend staying with Lidia.
103,164448,1061038,2012-03-30,1508083,Tugba,"It was an amazing stay! The room was lovely and had everything that i could have needed. Even some maps and guidebooks! Lidia was an excellent host and explained everything very clearly. The location was so close to the central. 
I would definitely love to go back to stay at her place again!
I thank you very much for your hostpitality, Lidia, and hope to visit again!"
104,164448,1877988,2012-08-03,2945612,Dwi,"Thank you Lidia for your warm welcome even though we arrived to late. You were very helpful and gave us plenty of useful tips about Stockholm!
I would recommend Lidia and her awesome breakfast to others!"
105,164448,2114849,2012-08-27,3017048,Audrey,"This was the first time using airbnb, we were very impressed with Lidia. Due to Lidia's own extensive travel, this gives her a great insight to what people need while away from home. Lidia is a well educated women whom you feel exstremely comfortable with, could not have been better, thank you. 

Ps The internet was very strong and breakfast was well worth the money."
106,164448,2179657,2012-09-03,3076272,Keith,"I highly recommend Lidia's Bed & Breakfast. It is centrally located on Södemalm close to shops, tourist attractions and the Old Town.

Lidia was very helpful in providing information about Stockholm and she makes a hearty Swedish breakfast."
107,164448,2221985,2012-09-07,2980144,Lola,"La casa de Lidia está en un barrio estupendo pues es el barrio más cool de Estocolmo pero su casa está en una zona tranquila. En la parte de arriba de su duplex tiene 3 habitaciones  con un baño para todas ellas y un saloncito con nevera y tetera. Es un encanto de mujer, servicial y simpática.
Hemos estado muy a gusto en su casa.
"
108,164448,2346974,2012-09-19,3442029,Niels,"Lidia is a great host, who makes you feel very welcome. She has lots of information about Stockholm and (it seems) every other place you may visit after.
The rooms are very nice and clean. Metro and train stations are close. Lidia's breakfast is much recommended. A great place to stay!
 "
109,164448,2372579,2012-09-22,3417492,Lisa,Lidia was a wonderful hostess.  Very nice and helpful.  The accomodations were very spacious and clean and in a good location in Sodenberg.  I would have no concerns resommending
110,164448,2516647,2012-10-05,3623075,Nadzeya,"Lidia is a wonderful host. She's very welcoming, showed us places where we could go in Stockholm and gave helpful tips. When we decided to go to Tom Tits museum, she got actual directions for public transport for us which was very nice of her. 
Even though there were several people staying in other rooms at her apartment at the time we were staying, it was absolutely fine and we didn't feel any inconvenience at all. 
I highly recommend staying at Lidia's place. It is great value and experience for staying at the center of Stockholm. "
111,164448,2531139,2012-10-07,3466919,Moisés,"¡Lidia ha sido una excelente anfitriona! Tiene un hogar muy cádilo y con todas las comodidades y a sólo 8min del centro de Estocolmo. 100% recomendado. Excelentes concejos turísticos, si vuelvo a Estocolmo, sin duda, volveríamos con Lidia."
112,164448,2960083,2012-11-25,4121773,Luca,"Lidia is really a good person. She helps us with some good advice even  before we arriving. A good welcome with tea and biscuits is waiting for us when we arrived. She gave us map and some good hint about transport and place to visit.
The breakfast is very good, full of international and tipical swedish food.
The house is in a good  place: one J-stop to the city and in the right side to enjoy the nightlife of Stoccolma's Soderlmam and be tranquil during the sleep.I recommend her rooms as a good location for visiting Stockholm."
113,164448,3010404,2012-12-02,4228793,Gourav,"I stayed at Lidia's place for 3 nights. The stay was comfortable and pleasant. Lidia is very caring and helpful. She advised the must see places of Stockholm, helped with the routes and public transport also. The house is pretty much in the center of Stockholm and near a station so commuting is immensely convenient. 

"
114,164448,3104654,2012-12-17,4142017,Griet,"We had a very nice stay at Lidia's place. She's very helpfull and a very good host!
It was like coming home! We can recommend her for a nice stay at Stockholm."
115,164448,3269821,2013-01-04,4439487,Romain,Very good welcome for the few days we spend in Stockholm. Lidia gave us precious advices for ours visites and was a very friendly guest. The room is confortable in a quiet and sympatic neighborhood. We spend a very good time in Stockholm!
116,164448,4613808,2013-05-15,5871681,Sally And Keith,Lidia is the sweetest! It really enriched our (too) short visit to Stockholm to stay at her apartment. Lovely conversations and a great breakfast. She was just the nicest person. Can't recommend her enough! 
117,164448,4766797,2013-05-24,772300,Alain,Nice room in a cool neighborhood of Stockholm with an amazing host! Lidia is flexible and very helpful! She did way more than a regular host would do. Thank you Lidia!
118,164448,4998324,2013-06-06,6382528,Pat,Our visit to Lidia's home was wonderful.  The accommodations were exactly as described. The pictures of the room were accurate and up to date. Each morning we were treated to a full European breakfast and sent off to sight-see Stockholm with full tummies. Lidia knows the city of Stockholm and was willing to share her knowledge of the city with us to give us the best ideas on what to see and when to see it so that we could fit everything in that we wanted to see before we were to leave Stockholm to continue our tour.  Thank you Lidia!
119,164448,5077666,2013-06-11,3143996,Anja,"We spent four days in Stockholm and enjoyed it a lot. The apartment of Lidia is very well located in Södermalm. There are a few nice restaurants very nearby. In Lidias apartment there is also a living room you can us together with other hosts of the apartment. We had everything we wanted. On our arrival day Lidia gave us a lot of tips for sightseeing Stockholm, which was very helpful. "
120,164448,5158554,2013-06-16,1493472,Chuck,"I only stayed two nights with Lidia, but she was a perfect host, kind and helpful.  Her room was very clean, with a comfortable bed, common room with sofa, books, magazines, kettle for tea, all you need to relax.  The shared bathroom was spotlessly clean, only a few steps away from the room, and included every possible convenience.  Her apartment is very conveniently located in a quiet, newer complex only a few blocks from the Stockholm Sodra train station.  She was very nice and extra helpful to me while I was there, and I would definitely recommend her place to anyone looking for a room in this area of Stockholm."
121,164448,5230802,2013-06-19,6315188,Anna,Lidia is very friendly and helpful. Her place is fantastically located and reasonably priced. I happily recommend staying with Lidia to anyone visiting Stockholm. 
